Date,Country,Confirmed,Deaths,Recovered,Active,Tests,Vaccination Rate (%),Hospitalized,ICU,New Cases,New Deaths,Stringency Index,Population,Positivity Rate (%),Reproduction Rate (R),Healthcare Pressure Index,Mobility Index,Stringent Lockdown,Mask Mandate,School Closures,International Travel,People Vaccinated,People Fully Vaccinated,Booster Doses Given,Vaccine Type,Hospital Beds per 1000,ICU Beds per 1000,Doctors per 1000,GDP Impact (%),Unemployment Rate (%),Stimulus Package Amount (Billion USD),Lockdown Level,Vaccination Mandate,Testing Mandate,Dominant Variant,Wave Number,Cases Age 0-17,Cases Age 18-44,Cases Age 45-60,Cases Age 60+,New Recoveries,Tests Per Million,Deaths Per Million
2021-01-10,Italy,177862,1841,159743,16278,314373,32.96,386,50,728,3,86.29,66929492,0.23,1.89,27.06,-4.4,No,No,Partial,Restricted,2144379,2093743,218074,Moderna,5.21,1.07,3.63,-1.98,11.55,37.94,Medium,Yes,No,Omicron,1,38660,156508,118978,30221,3933,13328,2.66
2021-01-11,Italy,178364,1848,160170,16346,315260,33.05,791,43,638,29,32.77,287033350,0.2,0.61,18.27,-37.94,No,No,Partial,Banned,2501061,2385863,826401,Moderna,5.13,1.36,3.31,-8.21,7.37,137.53,Full,Yes,Yes,Delta,1,47127,212912,124793,50962,21776,11272,8.03
2021-01-12,Italy,178862,1853,160619,16390,316141,33.15,820,21,418,40,82.09,193741221,0.13,1.82,13.64,-45.18,No,No,Closed,Allowed,4990702,4158202,111010,Pfizer,3.44,2.43,3.31,-9.6,8.6,56.7,Low,No,Yes,Omicron,3,8185,204257,193062,57547,28370,3888,8.13
2021-01-13,Italy,179354,1856,161103,16395,317010,33.24,513,49,729,2,53.9,90655565,0.23,0.74,46.21,-10.54,No,No,Partial,Allowed,1877728,1496163,705507,Sputnik,4.59,2.12,1.97,1.6,7.84,54.56,Medium,No,No,Delta,4,60685,36376,172911,35147,39778,8632,6.15
2021-01-14,Italy,179873,1860,161556,16457,317928,33.33,570,55,25,9,94.27,290864558,0.01,1.37,23.59,-36.83,No,Yes,Partial,Banned,4676700,4274135,456057,Moderna,5.98,0.68,2.7,-10.99,17.39,131.28,Medium,Yes,No,Beta,3,70746,83229,134132,7042,2961,9717,9.56
2021-01-15,Italy,180385,1864,161991,16530,318833,33.43,376,73,962,22,69.11,318562790,0.3,1.35,70.73,13.44,No,No,Open,Restricted,1937554,1003631,254913,Covishield,4.02,1.21,1.95,-0.63,18.65,69.97,High,No,Yes,Beta,1,13391,259913,177642,20076,31347,5501,2.6
2021-01-16,Italy,180857,1867,162443,16547,319667,33.52,184,13,606,40,50.36,132491274,0.19,1.09,88.86,19.42,No,Yes,Closed,Banned,1489827,915193,699573,Moderna,5.71,2.42,2.84,-3.48,12.37,470.39,Medium,Yes,Yes,Alpha,4,94425,77852,37606,1565,42796,5256,2.72
2021-01-17,Italy,181344,1874,162902,16568,320528,33.61,815,91,855,25,68.91,335008367,0.27,1.55,52.71,22.78,No,Yes,Partial,Restricted,4822913,3849200,153959,Sputnik,4.08,2.36,3.4,-1.7,18.11,81.52,Full,Yes,No,Beta,1,36236,143038,134404,60209,41859,13399,4.27
2021-01-18,Italy,181840,1883,163362,16595,321404,33.71,245,12,851,39,66.93,54390989,0.26,0.75,54.2,-12.01,No,No,Open,Banned,3008106,2133186,964164,Sputnik,5.37,1.46,2.89,-8.24,13.56,146.76,Full,No,No,Delta,1,61008,232344,99679,107067,41098,2674,9.78
2021-01-19,Italy,182332,1888,163748,16696,322274,33.8,656,64,393,1,89.01,110133590,0.12,1.58,53.09,8.82,No,No,Open,Allowed,4949313,4418791,690442,Sputnik,1.68,2.11,2.85,1.93,19.46,115.47,High,No,Yes,Omicron,2,56053,29847,86342,17402,2803,17695,8.07
2021-01-20,Italy,182803,1891,164239,16673,323106,33.89,270,56,205,29,59.81,210216704,0.06,1.24,49.76,16.55,No,Yes,Closed,Allowed,1711641,1392181,951169,Sputnik,5.04,1.92,1.33,-11.25,16.01,122.75,Low,Yes,Yes,Alpha,1,59617,286581,60440,141823,7987,19668,3.72
2021-01-21,Italy,183314,1893,164689,16732,324010,33.99,974,86,350,7,66.42,271366600,0.11,1.28,97.85,41.88,No,No,Partial,Restricted,3816265,3168859,684743,Pfizer,5.25,2.44,1.33,-0.2,9.71,88.12,Full,Yes,Yes,Beta,1,5552,279177,199468,51587,13438,16290,4.95
2021-01-22,Italy,183827,1901,165116,16810,324916,34.08,239,76,657,40,32.63,200499786,0.2,1.02,28.74,42.3,No,Yes,Partial,Banned,1309261,839716,182934,Pfizer,2.23,2.76,1.54,-6.62,11.23,178.36,Low,Yes,Yes,Beta,4,82596,98891,52840,96640,47851,10973,6.4
2021-01-23,Italy,184304,1908,165598,16798,325759,34.17,290,81,156,33,62.94,158017242,0.05,1.46,36.25,-27.23,No,Yes,Partial,Allowed,2789066,1806829,479055,Pfizer,2.9,2.77,2.85,-6.0,13.24,193.84,Full,No,No,None,3,3848,230103,82756,101975,43802,18644,8.96
2021-01-24,Italy,184824,1913,166042,16869,326679,34.26,589,85,244,6,49.43,14571543,0.07,1.9,19.75,6.35,Yes,No,Open,Banned,1469980,883168,610429,Covishield,3.16,2.83,2.09,-11.3,11.04,127.27,Full,No,No,None,1,6824,10308,45340,109643,9603,10052,7.84
2021-01-25,Italy,185332,1919,166504,16909,327576,34.36,676,14,915,29,99.37,22828467,0.28,0.76,21.26,-47.44,No,Yes,Closed,Banned,3540647,3494282,147987,Sputnik,4.65,2.36,2.02,-5.82,5.29,173.51,Medium,No,Yes,Delta,3,256,28605,104206,102828,16348,12105,6.48
2021-01-26,Italy,185829,1922,166959,16948,328455,34.45,432,68,329,14,48.14,253186696,0.1,0.67,80.67,-6.64,Yes,Yes,Partial,Banned,3140035,2965794,580461,Sputnik,3.1,1.74,2.59,-4.14,16.54,475.98,Low,Yes,Yes,Alpha,4,94413,78506,125691,48388,6547,18635,8.08
2021-01-27,Italy,186352,1927,167432,16993,329379,34.54,827,61,62,27,30.97,345266033,0.02,1.72,87.92,-34.78,Yes,Yes,Closed,Allowed,2631827,2256976,825929,Sinovac,2.7,1.1,1.57,-11.65,5.36,307.4,Medium,Yes,No,None,3,58172,97509,138644,149242,37651,1289,2.32
2021-01-28,Italy,186882,1932,167869,17081,330316,34.64,792,15,802,37,60.89,23625681,0.24,1.32,73.22,17.5,Yes,No,Closed,Banned,4989563,4328352,716309,Sputnik,3.05,2.01,2.58,-1.27,6.34,52.09,High,No,Yes,Alpha,4,67179,177038,125202,10389,7243,16111,1.4
2021-01-29,Italy,187389,1938,168309,17142,331212,34.73,740,46,960,6,69.74,127636928,0.29,0.74,52.76,-40.4,Yes,Yes,Partial,Allowed,4536008,4438497,749530,Covishield,2.79,1.35,3.06,-9.35,17.22,365.62,High,No,Yes,Alpha,2,13796,288598,118141,83885,15729,18539,1.02
2021-01-30,Italy,187893,1944,168754,17195,332103,34.82,455,12,752,5,94.03,181206202,0.23,0.94,80.8,1.17,Yes,No,Open,Restricted,183231,-498818,263403,Covishield,5.8,1.44,1.32,-8.33,5.21,392.47,Medium,No,No,Alpha,1,85959,297789,31092,147170,9474,8278,7.29
2021-01-31,Italy,188407,1954,169171,17282,333012,34.92,481,31,414,30,57.52,326266492,0.12,1.25,27.32,38.62,Yes,No,Closed,Restricted,3985752,3346869,973000,Moderna,2.49,0.69,1.69,1.9,9.66,350.29,Full,Yes,No,Delta,1,47039,207276,101540,147583,26305,11211,8.82
2021-02-01,Italy,188913,1957,169621,17335,333906,35.01,546,68,551,28,81.75,170053229,0.17,1.17,87.61,5.03,Yes,Yes,Closed,Banned,1914754,1284232,7474,Sinovac,5.26,0.57,2.23,-11.13,5.7,332.97,High,No,Yes,Alpha,2,54590,28826,173010,25509,11243,14454,6.35
2021-02-02,Italy,189418,1960,170147,17311,334798,35.1,961,43,529,4,40.03,293497886,0.16,0.8,64.44,17.9,No,No,Closed,Allowed,2288281,1452843,561337,Moderna,5.73,1.2,3.7,-4.41,10.44,22.97,Full,Yes,Yes,Alpha,2,25158,88533,161247,111912,41713,18923,4.5
2021-02-03,Italy,189891,1968,170642,17281,335634,35.2,506,96,926,18,66.37,218934541,0.28,1.59,99.18,44.72,No,Yes,Open,Allowed,4220562,3643934,690051,Moderna,2.0,0.93,1.37,-11.68,9.19,353.66,Low,Yes,No,Omicron,4,6345,101503,112070,1698,1122,11664,3.3
2021-02-04,Italy,190392,1974,171099,17319,336520,35.29,537,34,973,10,42.35,31339601,0.29,1.45,34.27,9.49,No,Yes,Closed,Banned,1582233,1362962,206653,Sputnik,4.74,1.41,1.52,-3.96,9.89,390.07,Medium,No,Yes,Alpha,1,93066,57013,58732,49826,9859,12579,1.02
2021-02-05,Italy,190903,1980,171523,17400,337423,35.38,395,23,127,48,86.33,128743549,0.04,0.73,91.81,-45.02,No,No,Partial,Restricted,2411878,2080698,980433,Sputnik,1.7,0.67,1.35,1.72,10.52,20.96,Medium,No,No,Omicron,4,6075,105523,79848,1217,7023,11072,0.44
2021-02-06,Italy,191379,1984,172000,17395,338265,35.47,841,91,261,45,76.73,157597840,0.08,1.43,45.83,1.82,Yes,Yes,Open,Restricted,4637707,4372753,678778,Sinovac,4.94,1.86,3.27,1.27,10.15,170.12,High,Yes,No,Alpha,1,34442,144525,6874,132100,17495,5489,0.51
2021-02-07,Italy,191907,1992,172444,17471,339198,35.57,113,38,419,42,88.4,339438559,0.12,1.67,84.72,24.8,Yes,No,Closed,Allowed,1947282,1698813,113860,Pfizer,3.32,2.18,3.3,-8.37,11.53,348.6,High,No,Yes,Alpha,4,61409,229707,103683,9749,28681,16253,1.25
2021-02-08,Italy,192446,2002,172886,17558,340150,35.66,676,80,849,39,92.81,112714458,0.25,1.5,44.94,11.83,No,Yes,Closed,Allowed,2126241,1396552,597993,Sputnik,4.21,1.3,1.84,0.75,13.67,251.64,Full,No,No,Omicron,3,14385,209377,12128,29417,34319,7642,5.43
2021-02-09,Italy,192950,2009,173370,17571,341041,35.75,874,60,619,44,58.3,133804137,0.18,0.88,78.27,-42.85,No,No,Open,Restricted,4441446,4396219,712410,Covishield,5.62,2.74,1.36,-10.68,4.52,124.55,Medium,No,Yes,None,2,63033,137476,133709,1901,49252,979,8.87
2021-02-10,Italy,193436,2015,173848,17573,341900,35.85,453,21,859,2,44.34,227594391,0.25,1.86,88.51,38.62,No,Yes,Open,Restricted,3836048,3685220,74363,Sinovac,4.55,2.63,1.33,-5.66,5.87,486.07,High,No,Yes,Delta,2,60478,215882,24422,61643,12484,18086,4.38
2021-02-11,Italy,193884,2023,174268,17593,342692,35.94,658,73,266,40,62.33,241165501,0.08,0.79,61.9,24.94,No,Yes,Partial,Restricted,2151714,1642547,337400,Covishield,2.38,1.14,2.56,-1.57,16.36,193.02,Full,No,Yes,Alpha,3,90965,234936,114405,147184,47898,1243,0.83
2021-02-12,Italy,194398,2027,174685,17686,343601,36.03,818,89,357,42,98.96,107746576,0.1,1.08,73.03,25.44,No,No,Partial,Banned,281332,-313683,244110,Sputnik,4.94,2.0,2.2,-4.86,17.52,477.07,Full,No,Yes,None,1,44485,258669,23880,67733,25591,1077,3.31
2021-02-13,Italy,194903,2029,175135,17739,344493,36.13,856,40,349,29,92.49,212907886,0.1,1.31,68.92,-23.54,No,No,Closed,Allowed,2208868,1802614,452411,Moderna,4.69,2.73,1.08,-8.25,18.3,404.21,High,No,Yes,Beta,1,57328,153728,166381,95597,40528,13441,6.33
2021-02-14,Italy,195377,2033,175577,17767,345331,36.22,752,66,127,39,36.47,213076638,0.04,1.1,54.77,20.27,No,Yes,Open,Allowed,1919764,1414758,642038,Moderna,5.08,1.86,1.33,1.64,7.61,124.12,High,Yes,No,Omicron,4,40289,64554,76423,117638,11182,15575,2.03
2021-02-15,Italy,195854,2037,176048,17769,346174,36.31,552,45,128,42,87.86,58111313,0.04,0.71,39.8,-7.06,Yes,Yes,Partial,Banned,1567679,1400569,383246,Pfizer,1.62,0.71,1.72,-8.79,4.88,108.57,Low,Yes,No,Alpha,4,78564,22259,60340,60630,29669,8132,9.58
2021-02-16,Italy,196330,2042,176510,17778,347016,36.41,269,81,387,33,81.79,186493829,0.11,0.66,30.65,-21.1,Yes,Yes,Partial,Allowed,4146587,4060606,261137,Moderna,4.47,0.69,2.3,-3.09,7.07,286.15,Full,No,Yes,Alpha,1,18248,79905,88222,105850,41828,19512,2.69
2021-02-17,Italy,196847,2051,176958,17838,347929,36.5,521,94,667,18,38.31,217226099,0.19,1.04,14.01,6.2,Yes,No,Partial,Banned,4215931,3814282,223627,Sputnik,3.76,1.48,2.96,-6.28,19.94,281.3,High,No,Yes,Delta,1,38818,171149,141948,117263,30320,7334,3.73
2021-02-18,Italy,197343,2054,177430,17859,348806,36.59,674,47,440,37,70.0,309695927,0.13,1.01,24.09,35.13,Yes,Yes,Closed,Restricted,381357,152538,259873,Covishield,4.79,0.64,1.4,1.93,10.61,279.02,Medium,No,No,Alpha,4,32715,147872,195725,118619,39596,5397,2.45
2021-02-19,Italy,197837,2058,177885,17894,349679,36.69,398,61,927,46,63.84,124126802,0.27,0.85,38.66,34.49,No,No,Open,Banned,2646378,2450391,759350,Moderna,4.87,2.27,1.32,-4.69,15.21,491.49,High,No,Yes,Delta,1,18600,71497,38833,4134,16211,13670,2.31
2021-02-20,Italy,198347,2068,178291,17988,350581,36.78,594,93,671,36,91.57,164919163,0.19,0.98,34.78,47.13,Yes,No,Open,Restricted,790850,29404,400252,Covishield,1.56,1.53,1.32,-11.91,8.93,299.99,High,No,No,Alpha,1,92433,273911,88911,145349,32471,6253,4.3
2021-02-21,Italy,198876,2072,178765,18039,351516,36.87,292,16,575,1,59.64,302306954,0.16,1.2,45.97,-42.18,No,Yes,Partial,Allowed,359094,-484917,620196,Sputnik,3.71,1.13,3.9,0.18,17.5,60.72,Full,Yes,No,Beta,1,49531,49016,106382,129822,26700,16137,4.05
2021-02-22,Italy,199348,2079,179196,18073,352350,36.96,199,22,73,23,44.88,119624175,0.02,0.79,83.79,-27.8,Yes,Yes,Partial,Banned,2106457,1965179,988524,Covishield,4.89,2.71,1.63,-11.21,12.66,25.62,Medium,Yes,Yes,Beta,4,93906,259319,67202,83842,22526,3167,3.04
2021-02-23,Italy,199871,2084,179684,18103,353274,37.06,443,58,725,4,30.27,294816187,0.21,1.54,25.11,20.89,No,Yes,Closed,Restricted,4176273,4131521,544007,Sputnik,1.52,2.45,2.27,-5.23,14.62,372.44,High,Yes,No,None,2,26452,158855,195591,48378,36158,19306,9.59
2021-02-24,Italy,200388,2089,180096,18203,354188,37.15,813,63,441,21,48.42,332039302,0.12,1.55,33.78,-8.86,Yes,No,Open,Allowed,167803,-795838,21682,Sputnik,5.51,1.67,1.94,-8.51,7.25,421.46,Medium,No,Yes,Alpha,3,24445,271604,145623,46853,46676,3458,3.38
2021-02-25,Italy,200898,2096,180534,18268,355090,37.24,104,73,239,43,62.49,257174882,0.07,0.85,20.89,38.95,Yes,Yes,Partial,Allowed,314756,-588009,476361,Sputnik,1.54,1.57,3.24,-8.35,10.89,69.31,High,Yes,No,Alpha,1,24073,207076,17801,30219,17972,15640,6.18
2021-02-26,Italy,201403,2098,180994,18311,355982,37.34,795,99,350,21,38.16,157095868,0.1,0.64,70.11,13.59,No,Yes,Open,Banned,33123,-401605,497823,Sinovac,4.76,1.72,3.31,1.62,15.97,488.22,Medium,No,Yes,Omicron,2,40791,236647,10979,16152,14471,11492,0.59
2021-02-27,Italy,201940,2105,181436,18399,356931,37.43,660,54,65,24,41.35,261166526,0.02,1.43,60.16,-30.69,No,Yes,Open,Allowed,3049131,2191608,138387,Sputnik,2.08,0.75,1.32,-9.87,15.96,273.07,Low,No,Yes,None,2,9980,167536,136379,88430,43711,1442,0.22
2021-02-28,Italy,202414,2111,181903,18400,357769,37.52,365,18,194,35,85.97,67219115,0.05,1.61,25.19,-1.47,Yes,No,Partial,Allowed,2402653,2224072,104619,Sinovac,4.66,1.69,2.13,-1.65,13.91,493.97,Full,No,Yes,Beta,2,3401,112331,109218,64675,12478,8379,3.01
2021-03-01,Italy,202898,2117,182335,18446,358625,37.62,787,76,225,24,45.69,335417681,0.06,1.97,70.81,14.45,Yes,Yes,Closed,Banned,2047547,1806429,683832,Sputnik,4.59,0.65,2.0,-1.18,4.63,74.9,Low,Yes,Yes,Omicron,4,83604,186663,167524,46960,23517,9742,9.33
2021-03-02,Italy,203345,2120,182807,18418,359415,37.71,490,36,134,6,39.41,80821882,0.04,1.38,67.88,-14.82,Yes,Yes,Closed,Restricted,1889058,1218408,104994,Sputnik,1.72,2.9,3.02,0.56,9.63,120.44,Medium,No,No,None,3,41921,65725,18856,89129,21590,15651,5.2
2021-03-03,Italy,203848,2129,183229,18490,360304,37.8,352,70,736,48,41.36,250660276,0.2,0.92,80.31,14.65,No,No,Partial,Restricted,2338133,1539530,504392,Sputnik,2.28,1.89,3.21,-7.95,6.99,465.28,Low,Yes,No,Delta,4,20621,168614,76153,37873,41522,19691,6.49
2021-03-04,Italy,204369,2133,183672,18564,361225,37.9,392,88,655,48,33.01,288663449,0.18,0.82,92.64,-36.13,Yes,No,Partial,Restricted,4208068,3822822,801379,Pfizer,1.79,0.84,2.09,1.32,4.86,176.89,Full,No,Yes,Alpha,4,96861,218203,169470,66240,24912,1281,4.12
2021-03-05,Italy,204882,2136,184111,18635,362131,37.99,744,91,541,1,98.64,18189787,0.15,1.44,82.66,-8.54,No,Yes,Open,Banned,4235699,4052181,406324,Sinovac,3.65,0.54,2.94,-5.57,16.61,306.1,Medium,No,Yes,Omicron,2,54396,259516,182184,94527,17806,16489,1.27
2021-03-06,Italy,205393,2142,184531,18720,363034,38.08,379,43,477,18,65.03,343031993,0.13,1.16,67.37,46.53,Yes,No,Closed,Banned,2898717,2451168,142339,Pfizer,4.61,0.93,1.44,-2.55,7.83,38.78,Low,No,Yes,Beta,3,78059,132532,55956,115898,1239,19051,2.92
2021-03-07,Italy,205885,2147,184995,18743,363904,38.18,952,27,430,34,31.15,266142713,0.12,1.54,60.73,30.24,Yes,Yes,Closed,Banned,1061029,851447,799255,Covishield,4.94,2.44,2.75,-11.64,9.36,445.31,Medium,No,No,None,4,36538,231601,118944,37055,8756,7919,8.84
2021-03-08,Italy,206360,2151,185478,18731,364744,38.27,779,25,126,29,35.89,178188907,0.03,0.72,40.47,28.66,Yes,No,Closed,Restricted,3161047,3082025,647797,Sputnik,2.07,2.64,3.29,-8.61,19.55,241.33,High,Yes,Yes,Alpha,2,51831,225765,95206,90906,27412,704,8.88
2021-03-09,Italy,206876,2154,185898,18824,365656,38.36,130,99,57,37,57.93,320775321,0.02,1.19,41.38,-27.32,No,No,Open,Allowed,990324,563457,754117,Covishield,2.76,1.36,1.22,-2.82,9.17,115.97,Full,No,No,None,2,74055,232130,14189,113931,17614,12473,1.01
2021-03-10,Italy,207371,2161,186310,18900,366531,38.45,185,21,231,23,52.52,142667253,0.06,0.95,65.09,7.86,Yes,Yes,Partial,Banned,2884329,2718412,122373,Covishield,3.84,2.17,3.21,-11.09,8.62,58.83,Low,No,Yes,Beta,3,30539,40219,16238,145366,31014,15726,1.16
2021-03-11,Italy,207856,2164,186752,18940,367388,38.55,146,31,437,28,77.34,202368951,0.12,1.95,57.19,15.92,Yes,Yes,Closed,Banned,1021992,37877,556171,Covishield,1.74,2.81,3.73,-4.84,12.54,407.39,Low,No,Yes,None,3,80430,88528,138820,30982,43224,8966,3.53
2021-03-12,Italy,208369,2172,187197,19000,368295,38.64,271,61,11,5,92.93,304037710,0.0,0.86,87.41,-21.36,No,Yes,Closed,Restricted,3106165,2538225,590235,Moderna,4.73,1.18,1.04,-0.31,5.47,477.3,Medium,Yes,No,None,4,96908,259522,68421,31151,3025,11831,0.86
2021-03-13,Italy,208851,2175,187623,19053,369147,38.73,991,95,106,3,55.8,285339539,0.03,1.25,85.95,13.52,Yes,No,Open,Restricted,1505978,1111479,639025,Sputnik,3.32,1.24,3.46,-10.63,14.34,321.8,Medium,No,Yes,Delta,1,19992,175918,78562,69921,11142,11047,8.82
2021-03-14,Italy,209317,2182,188037,19098,369970,38.83,956,63,190,0,48.05,286148736,0.05,0.84,29.85,7.99,Yes,No,Open,Restricted,4187342,4111051,885890,Pfizer,4.55,2.35,2.81,-6.79,13.77,258.39,High,No,Yes,None,2,86772,261556,15051,141684,2374,9761,5.72
2021-03-15,Italy,209837,2185,188471,19181,370889,38.92,692,21,724,19,74.26,348754403,0.2,1.5,29.27,-7.37,No,Yes,Open,Banned,3896058,3652788,815350,Sputnik,2.71,0.77,3.99,-9.64,19.72,338.69,Full,Yes,Yes,Beta,2,12606,18070,53279,123167,36427,7620,1.9
2021-03-16,Italy,210310,2192,188952,19166,371725,39.01,842,98,867,15,77.24,314061967,0.23,1.77,50.59,29.58,No,No,Closed,Allowed,3826688,3140750,271486,Moderna,5.12,0.86,2.44,-10.76,14.09,241.1,Medium,No,Yes,Beta,2,91938,72012,134547,35763,43026,15322,9.67
2021-03-17,Italy,210816,2200,189386,19230,372620,39.11,591,34,508,4,37.74,206389174,0.14,1.06,48.12,-28.13,Yes,Yes,Closed,Allowed,4322736,3652742,913271,Covishield,1.83,2.38,1.25,-7.38,15.65,92.85,High,Yes,No,Delta,4,11179,122092,110855,139180,20430,18641,6.03
2021-03-18,Italy,211292,2206,189846,19240,373461,39.2,235,63,666,49,60.37,227796717,0.18,1.92,55.8,27.35,No,No,Partial,Banned,224132,162794,100837,Pfizer,4.6,1.13,3.71,0.25,15.21,150.39,Low,Yes,Yes,Beta,3,19878,77001,198250,132998,2931,9889,2.17
2021-03-19,Italy,211815,2209,190278,19328,374385,39.29,911,22,307,47,50.7,165521592,0.08,1.32,30.22,-27.96,No,Yes,Partial,Allowed,4374259,3963448,341448,Pfizer,4.55,1.05,3.01,-8.49,11.38,142.1,Low,Yes,Yes,Delta,2,1038,149076,138551,6965,35691,18543,8.55
2021-03-20,Italy,212338,2212,190744,19382,375310,39.39,891,62,386,29,33.78,179132298,0.1,0.62,93.59,-28.19,Yes,Yes,Closed,Banned,2179492,1569815,37062,Pfizer,5.64,2.8,2.04,-10.0,8.76,179.12,High,Yes,No,Delta,2,33689,153928,6167,136339,20842,3975,6.82
2021-03-21,Italy,212846,2223,191183,19440,376208,39.48,209,60,276,36,48.84,35132502,0.07,0.91,54.73,48.24,No,Yes,Closed,Allowed,299816,-33781,895172,Pfizer,2.29,2.84,1.63,-3.37,7.75,476.04,Full,No,Yes,Alpha,3,40372,24585,35959,82008,5470,14285,9.8
2021-03-22,Italy,213355,2226,191671,19458,377107,39.57,550,61,878,12,79.91,281329948,0.23,1.51,45.22,21.38,No,Yes,Partial,Restricted,1440820,985396,968076,Moderna,5.65,2.06,3.81,-7.6,11.5,39.41,Medium,Yes,No,Delta,2,7930,296074,187640,84427,3096,8879,1.49
2021-03-23,Italy,213861,2231,192115,19515,378002,39.66,733,94,738,46,44.38,233189842,0.2,1.26,51.56,7.15,No,Yes,Partial,Restricted,4203971,4116235,245982,Covishield,5.46,2.94,1.08,-3.2,11.72,58.66,Low,No,Yes,Omicron,4,66227,178083,109117,71446,18872,1519,6.87
2021-03-24,Italy,214347,2240,192558,19549,378861,39.76,869,42,749,6,66.11,343150197,0.2,0.9,62.79,-2.8,Yes,Yes,Closed,Restricted,4338884,3737191,272115,Sputnik,3.31,1.95,1.61,-10.74,6.56,473.68,Full,No,Yes,Delta,2,60367,266149,68565,117075,11152,16142,5.08
2021-03-25,Italy,214861,2245,192999,19617,379769,39.85,996,63,457,28,81.94,281441678,0.12,1.68,41.97,-16.67,No,Yes,Open,Restricted,1187555,1153587,947592,Pfizer,5.31,1.79,1.21,-3.8,4.72,291.8,Medium,No,Yes,Delta,1,63928,4380,122562,4843,19880,8721,9.88
2021-03-26,Italy,215327,2249,193411,19667,380593,39.94,714,79,731,44,30.9,118870940,0.19,0.63,71.54,23.53,No,Yes,Open,Restricted,3797964,2954598,87060,Sinovac,3.65,1.07,2.82,-10.77,18.88,233.47,Full,No,No,Alpha,4,54785,130833,64725,76466,1139,2887,9.06
2021-03-27,Italy,215826,2254,193867,19705,381475,40.04,691,25,296,37,82.52,125698531,0.08,1.33,21.8,38.13,Yes,No,Partial,Banned,1700654,960430,763033,Sinovac,3.63,2.51,1.16,-6.44,18.65,179.23,Full,Yes,Yes,None,4,37105,241199,108603,110216,14121,19506,3.14
2021-03-28,Italy,216330,2259,194290,19781,382366,40.13,668,44,404,22,79.73,137762580,0.11,1.99,95.94,36.0,No,Yes,Open,Restricted,3370748,3148669,269820,Covishield,5.9,2.59,3.69,-8.84,7.24,197.54,Medium,Yes,No,Beta,1,31791,86979,19068,43055,43777,16341,0.22
2021-03-29,Italy,216803,2269,194754,19780,383202,40.22,994,85,312,29,70.9,65983193,0.08,1.81,73.19,-2.87,No,No,Open,Restricted,2100484,1786500,884842,Sinovac,1.57,2.93,2.38,-0.43,8.4,415.11,Full,Yes,Yes,Alpha,3,84057,277771,33297,143561,35710,4725,7.57
2021-03-30,Italy,217305,2275,195197,19833,384089,40.32,525,91,402,8,63.03,312977116,0.1,1.52,51.91,-37.05,Yes,Yes,Open,Restricted,713001,-21393,349980,Moderna,2.46,1.3,3.01,0.88,7.28,261.49,Full,No,Yes,None,3,71031,281965,182823,149787,47579,19500,0.31
2021-03-31,Italy,217852,2278,195643,19931,385056,40.41,844,15,524,27,53.67,218940487,0.14,0.76,22.08,1.1,No,No,Closed,Allowed,845679,524554,330839,Pfizer,5.25,0.69,1.54,-3.83,13.39,248.39,Full,No,No,Beta,2,21302,18293,33228,53875,30234,9963,3.74
2021-04-01,Italy,218364,2278,196068,20018,385961,40.5,693,46,131,16,81.69,152941813,0.03,1.48,70.44,12.5,Yes,No,Partial,Allowed,2117386,1257705,576847,Covishield,2.33,1.88,1.12,0.05,17.57,420.32,High,No,Yes,Omicron,4,10106,209439,90511,148214,4972,16721,3.32
2021-04-02,Italy,218907,2284,196526,20097,386921,40.6,629,27,45,23,63.59,26633476,0.01,1.97,54.96,3.96,No,Yes,Closed,Allowed,1312855,614245,25473,Moderna,5.74,2.92,1.47,-9.7,4.58,345.68,Medium,No,Yes,None,2,88887,150124,20422,64950,34148,17549,7.7
2021-04-03,Italy,219392,2289,196979,20124,387778,40.69,886,77,803,12,59.73,145947797,0.21,0.95,53.11,-17.71,No,Yes,Partial,Banned,2225195,1437968,17565,Sinovac,2.25,0.98,2.71,-6.54,15.12,468.51,Medium,No,Yes,Alpha,2,46521,205448,13922,41764,4446,4308,8.59
2021-04-04,Italy,219875,2294,197402,20179,388632,40.78,276,25,335,14,89.36,195878160,0.09,1.6,89.32,0.81,No,No,Closed,Restricted,2636050,2336088,688497,Sinovac,1.99,1.46,1.81,-3.22,18.25,118.9,Full,Yes,No,Alpha,2,46580,108436,5348,50345,33531,2740,4.43
2021-04-05,Italy,220362,2299,197868,20195,389492,40.88,175,11,274,30,78.24,119771868,0.07,0.77,63.67,5.2,Yes,No,Partial,Restricted,2467345,1541397,484132,Sinovac,2.54,2.08,3.86,-2.94,9.89,180.27,Full,Yes,No,None,2,4670,248431,160191,49388,36833,11508,9.17
2021-04-06,Italy,220905,2307,198364,20234,390452,40.97,952,94,11,20,77.16,258909678,0.0,0.71,17.5,-24.47,Yes,Yes,Closed,Banned,699341,622485,568473,Sputnik,1.92,1.98,2.83,-3.19,15.23,388.07,Medium,Yes,Yes,Alpha,3,34635,71317,162786,77662,36651,19585,0.63
2021-04-07,Italy,221374,2313,198770,20291,391281,41.06,207,85,969,19,37.54,142895662,0.25,1.21,70.02,43.11,Yes,Yes,Closed,Allowed,3227236,3142289,106733,Pfizer,5.96,0.67,2.69,-7.02,13.11,356.9,Low,No,Yes,Delta,1,1568,220107,33720,1766,14909,10200,9.49
